Gene_ID	Harringtonine_Control_rep1	Harringtonine_Control_rep2	Harringtonine_Control_rep3	Harringtonine_Treated_rep1	Harringtonine_Treated_rep2	Harringtonine_Treated_rep3
ENSG00000156959.9	0	0	0	0	0	0
ENSG00000156966.7	1	0	0	0	1	0
ENSG00000156968.9	1	7	0	4	5	6
ENSG00000156970.13	1543	1688	1532	1538	1295	1674
ENSG00000156973.14	91	74	98	57	70	72
ENSG00000156976.17	4767	4227	4768	6453	5275	6797
ENSG00000156983.17	1656	2178	1984	1878	1350	1810
ENSG00000156990.14	504	525	526	355	350	445
ENSG00000157005.4	0	0	0	0	0	0
ENSG00000157014.11	30	43	28	29	9	39
ENSG00000157017.16	0	0	0	3	1	1
ENSG00000157020.18	3783	4098	4098	2421	2540	3022
ENSG00000157036.13	153	118	166	156	121	168
ENSG00000157045.9	26	32	51	50	37	35
ENSG00000157060.16	0	0	2	0	0	0
ENSG00000157064.11	3	2	11	2	0	5
ENSG00000157077.16	282	353	308	332	261	328
ENSG00000157087.20	1	1	1	0	0	0
ENSG00000157093.9	0	0	0	0	0	0
ENSG00000157103.13	0	0	0	3	0	0
ENSG00000157106.18	7218	8589	8082	8993	7164	10024
ENSG00000157107.14	463	513	479	611	479	677
ENSG00000157110.16	38	48	41	56	51	44
ENSG00000157111.13	7	19	8	9	7	10
ENSG00000157119.12	0	1	0	0	0	0
ENSG00000157131.12	0	0	0	0	0	0
ENSG00000157150.5	1	0	1	0	3	3
ENSG00000157152.17	0	0	1	0	0	0
ENSG00000157168.20	0	0	0	0	0	0
ENSG00000157181.16	649	806	732	927	747	1044
ENSG00000157184.7	360	397	428	274	270	352
ENSG00000157191.20	257	256	258	220	177	298
ENSG00000157193.18	837	1180	1227	1451	1045	1370
ENSG00000157211.12	0	0	0	0	0	0
ENSG00000157212.19	1283	1411	1464	1463	1185	1668
ENSG00000157214.14	0	0	1	0	0	0
ENSG00000157216.16	17	12	21	19	14	13
ENSG00000157219.5	0	0	0	0	0	0
ENSG00000157224.16	21	21	25	12	17	14
ENSG00000157227.14	13	31	40	24	28	31
ENSG00000157240.4	45	50	59	27	43	49
ENSG00000157259.8	379	555	469	517	432	638
ENSG00000157303.11	31	29	36	34	21	33
ENSG00000157315.5	0	0	1	0	1	2
ENSG00000157322.18	0	0	0	0	1	1
ENSG00000157326.19	217	241	252	155	179	164
ENSG00000157330.10	0	0	0	1	0	0
ENSG00000157335.21	0	0	0	0	0	0
ENSG00000157343.9	4	1	3	4	3	4
ENSG00000157349.17	214	186	151	156	111	179
ENSG00000157350.13	1	1	0	4	1	0
ENSG00000157353.17	218	363	366	423	245	366
ENSG00000157368.12	0	1	1	0	0	3
ENSG00000157379.14	363	368	362	450	325	436
ENSG00000157388.20	441	562	514	796	527	818
ENSG00000157399.17	0	0	0	0	0	0
ENSG00000157404.17	0	0	0	0	1	1
ENSG00000157423.18	0	0	0	0	0	1
ENSG00000157426.14	370	415	355	430	402	552
ENSG00000157429.16	43	36	36	31	29	40
ENSG00000157445.15	11	5	4	6	2	9
ENSG00000157450.16	839	999	984	1075	876	1187
ENSG00000157456.8	736	898	815	707	722	879
ENSG00000157470.12	43	50	49	44	41	27
ENSG00000157483.9	449	572	496	396	367	396
ENSG00000157500.12	951	1022	952	809	720	1081
ENSG00000157502.13	83	98	115	85	81	136
ENSG00000157510.14	2	2	6	4	0	1
ENSG00000157514.18	587	519	532	372	390	480
ENSG00000157538.14	249	276	250	238	165	222
ENSG00000157540.22	633	720	711	750	631	804
ENSG00000157542.11	0	0	0	0	0	0
ENSG00000157551.19	0	0	0	0	0	0
ENSG00000157554.20	34	31	27	36	22	38
ENSG00000157557.13	132	184	134	126	107	155
ENSG00000157570.12	0	0	0	0	0	0
ENSG00000157578.14	6	13	5	20	11	18
ENSG00000157593.19	317	383	398	215	228	243
ENSG00000157600.12	67	95	71	41	46	51
ENSG00000157601.15	44	61	77	55	44	66
ENSG00000157613.11	12	5	4	3	0	9
ENSG00000157617.17	270	351	340	405	268	360
ENSG00000157625.16	427	526	519	495	389	485
ENSG00000157637.13	1478	1661	1649	1745	1273	1677
ENSG00000157653.12	5	7	8	11	11	19
ENSG00000157654.19	5	19	7	10	7	13
ENSG00000157657.15	885	1370	1176	1157	826	1195
ENSG00000157680.16	0	0	0	0	0	0
ENSG00000157693.15	174	217	213	230	188	230
ENSG00000157703.16	2	2	2	0	0	1
ENSG00000157734.14	5	11	14	10	7	8
ENSG00000157741.15	881	1100	884	1032	885	1200
ENSG00000157764.14	325	360	365	322	288	341
ENSG00000157765.13	0	0	0	0	0	0
ENSG00000157766.19	0	0	0	1	0	0
ENSG00000157778.9	996	981	934	398	444	454
ENSG00000157782.10	7	4	2	10	6	9
ENSG00000157796.18	152	166	164	246	197	230
ENSG00000157800.18	383	458	460	475	433	546
ENSG00000157823.17	53	82	61	53	42	51
ENSG00000157827.20	322	385	311	461	303	415
ENSG00000157833.13	4	5	3	9	6	8
ENSG00000157837.16	20	35	39	29	34	69
ENSG00000157851.17	66	78	56	30	39	50
ENSG00000157856.12	2	4	0	2	1	5
ENSG00000157869.16	308	332	304	299	260	372
ENSG00000157870.17	157	169	190	101	94	103
ENSG00000157873.18	1	1	2	1	0	0
ENSG00000157881.16	101	126	89	97	79	95
ENSG00000157884.11	0	0	0	0	0	0
ENSG00000157890.19	0	0	0	0	0	0
ENSG00000157895.11	389	424	407	284	280	421
ENSG00000157911.11	97	145	134	114	72	109
ENSG00000157916.20	645	658	751	479	462	597
ENSG00000157927.17	34	42	37	51	44	53
ENSG00000157933.11	507	825	726	552	402	528
ENSG00000157954.15	533	753	720	519	442	539
ENSG00000157978.12	303	334	365	232	208	294
ENSG00000157985.20	559	843	827	635	461	624
ENSG00000157992.12	66	119	94	63	60	86
ENSG00000157999.6	2	2	3	1	5	4
ENSG00000158006.14	118	148	148	122	144	165
ENSG00000158008.10	0	1	0	0	0	0
ENSG00000158014.15	0	1	0	0	0	0
ENSG00000158019.21	798	916	915	641	673	912
ENSG00000158022.7	0	0	0	1	0	0
ENSG00000158023.10	23	32	32	39	26	48
ENSG00000158042.9	768	725	854	379	472	449
ENSG00000158050.5	14	24	19	9	11	11
ENSG00000158055.17	429	498	484	330	319	485
ENSG00000158062.21	145	134	148	196	137	183
ENSG00000158077.5	0	0	0	0	0	0
ENSG00000158079.16	251	319	266	375	297	362
ENSG00000158089.15	249	255	268	191	131	232
ENSG00000158092.7	569	610	614	481	477	707
ENSG00000158104.11	1	0	0	0	0	2
ENSG00000158106.14	315	469	417	539	358	487
ENSG00000158109.15	133	146	154	111	86	131
ENSG00000158113.13	0	0	0	0	0	0
ENSG00000158122.12	75	104	98	59	70	56
ENSG00000158125.10	0	0	0	0	0	0
ENSG00000158156.9	18	11	21	17	19	9
ENSG00000158158.12	616	798	834	691	547	767
ENSG00000158161.16	416	483	411	415	413	557
ENSG00000158163.15	6	13	14	23	8	16
ENSG00000158164.7	2	0	0	0	0	1
ENSG00000158169.14	142	125	163	112	104	172
ENSG00000158186.13	1	8	9	8	5	6
ENSG00000158195.11	880	1018	938	774	710	998
ENSG00000158201.10	124	196	159	152	142	195
ENSG00000158220.14	9	22	8	15	6	21
ENSG00000158234.13	1079	875	937	623	743	979
ENSG00000158246.8	2	9	11	3	8	7
ENSG00000158258.16	7	15	8	10	6	12
ENSG00000158270.12	0	1	1	1	2	4
ENSG00000158286.13	92	128	142	170	142	184
ENSG00000158290.19	834	935	894	774	767	1035
ENSG00000158292.7	38	56	55	54	32	55
ENSG00000158296.14	2	4	2	6	0	0
ENSG00000158301.20	125	144	147	109	107	129
ENSG00000158315.11	31	57	33	39	31	46
ENSG00000158321.19	90	125	95	71	46	84
ENSG00000158352.18	1	0	0	0	0	1
ENSG00000158373.9	3985	4558	4241	2577	2472	2818
ENSG00000158402.21	294	288	320	226	189	240
ENSG00000158406.6	7104	7071	6820	2188	3079	3346
ENSG00000158411.11	491	446	392	441	402	482
ENSG00000158417.11	15391	17220	15078	12058	12248	16752
ENSG00000158423.17	10	20	14	12	8	21
ENSG00000158427.15	0	0	0	0	0	0
ENSG00000158428.4	0	0	0	0	1	0
ENSG00000158435.8	606	566	604	535	498	629
ENSG00000158445.10	11	20	8	11	6	5
ENSG00000158457.6	3	15	9	5	2	10
ENSG00000158458.21	4	8	10	2	7	3
ENSG00000158467.17	498	495	459	557	427	610
ENSG00000158470.5	198	328	298	199	157	258
ENSG00000158473.8	0	0	0	0	1	0
ENSG00000158477.7	0	0	0	0	0	0
ENSG00000158480.11	296	405	358	301	271	358
ENSG00000158481.13	0	0	0	0	0	0
ENSG00000158485.11	0	0	2	0	0	1
ENSG00000158486.15	219	242	217	237	190	215
ENSG00000158488.16	0	0	0	0	0	0
ENSG00000158497.6	0	0	0	0	0	0
ENSG00000158516.12	1	0	0	0	0	0
ENSG00000158517.16	0	0	0	2	0	0
ENSG00000158525.16	0	0	0	0	0	0
ENSG00000158526.8	1424	1400	1337	875	949	1153
ENSG00000158528.12	565	641	567	626	537	682
ENSG00000158545.16	3313	4058	3663	3141	2721	3614
ENSG00000158552.13	54	72	68	76	55	77
ENSG00000158553.5	0	0	0	2	0	0
ENSG00000158555.15	10	15	13	9	9	19
ENSG00000158560.14	35	44	25	31	35	43
ENSG00000158571.11	6	13	9	10	11	16
ENSG00000158578.21	7	2	2	4	4	5
ENSG00000158604.15	483	680	609	490	345	534
ENSG00000158615.10	2857	3258	3146	2525	2399	3366
ENSG00000158623.14	924	1110	1167	714	700	854
ENSG00000158636.17	651	800	719	719	648	838
ENSG00000158639.13	0	0	0	0	1	0
ENSG00000158669.11	832	914	940	840	705	906
ENSG00000158683.10	1	7	3	4	4	8
ENSG00000158691.15	0	1	0	3	0	0
ENSG00000158710.15	2277	2033	2217	843	959	1203
ENSG00000158711.14	320	480	466	377	377	492
ENSG00000158714.11	0	0	0	0	0	0
ENSG00000158715.6	10	11	6	9	5	21
ENSG00000158716.9	114	117	134	57	71	73
ENSG00000158717.11	13	32	14	26	23	20
ENSG00000158747.15	19	22	23	26	8	24
ENSG00000158748.4	0	4	2	1	0	0
ENSG00000158764.7	0	0	0	2	0	1
ENSG00000158769.18	588	640	649	507	545	698
ENSG00000158773.14	541	584	539	424	371	443
ENSG00000158786.5	0	0	0	0	0	0
ENSG00000158792.16	111	144	157	99	92	104
ENSG00000158793.14	56	88	93	71	54	92
ENSG00000158796.17	321	343	350	240	208	269
ENSG00000158805.12	579	800	840	936	664	897
ENSG00000158806.14	0	3	1	1	0	0
ENSG00000158813.18	8	14	5	8	7	8
ENSG00000158815.11	1	2	0	1	0	0
ENSG00000158816.16	1	0	0	0	0	0
ENSG00000158825.6	0	0	0	0	0	0
ENSG00000158828.8	131	213	154	127	87	130
ENSG00000158850.15	226	271	281	232	198	249
ENSG00000158856.19	162	237	208	203	127	175
ENSG00000158859.10	2	0	1	0	2	0
ENSG00000158863.22	243	352	296	351	234	309
ENSG00000158864.13	2087	2328	2310	1420	1510	1918
ENSG00000158865.13	0	0	0	2	0	1
ENSG00000158869.11	0	0	0	0	0	0
ENSG00000158874.11	0	0	0	0	0	0
ENSG00000158882.15	145	170	180	116	106	143
ENSG00000158887.19	1	2	0	3	0	0
ENSG00000158901.12	0	0	0	0	0	0
ENSG00000158941.17	2684	3233	3080	2251	2085	2680
ENSG00000158955.11	0	0	0	0	0	0
ENSG00000158966.16	39	51	64	48	51	107
ENSG00000158985.14	384	413	429	220	231	264
ENSG00000158987.22	17	27	16	33	17	21
ENSG00000159023.23	916	938	992	892	774	1070
ENSG00000159055.4	320	326	360	214	231	282
ENSG00000159063.14	554	588	625	537	544	692
ENSG00000159069.14	400	638	529	580	419	539
ENSG00000159079.19	752	825	687	741	689	876
ENSG00000159082.18	1418	1646	1527	1877	1586	2188
ENSG00000159086.15	2067	2020	1903	3154	2475	3074
ENSG00000159110.22	3	1	2	2	3	4
ENSG00000159111.13	468	531	503	383	368	443
ENSG00000159128.16	9	11	20	18	22	15
ENSG00000159131.17	2222	2343	2463	1693	1789	2164
ENSG00000159140.23	8613	11708	10300	9035	7096	10134
ENSG00000159147.18	467	504	457	474	461	585
ENSG00000159164.10	2	2	6	5	3	2
ENSG00000159166.15	1980	2474	2359	1711	1498	1921
ENSG00000159167.12	1	0	0	1	0	0
ENSG00000159173.19	0	0	0	0	0	0
ENSG00000159176.14	2729	2679	2617	1414	1491	1728
ENSG00000159182.5	0	1	0	0	0	0
ENSG00000159184.8	0	0	0	0	0	0
ENSG00000159189.13	0	0	0	1	0	0
ENSG00000159197.4	0	0	0	0	0	0
ENSG00000159199.14	76	95	84	50	53	58
ENSG00000159200.18	439	532	403	288	282	383
ENSG00000159202.18	838	956	960	614	659	872
ENSG00000159208.16	331	380	334	332	273	336
ENSG00000159210.10	2220	2409	2376	1453	1296	1649
ENSG00000159212.13	0	0	0	0	0	0
ENSG00000159214.13	110	144	135	150	98	133
ENSG00000159216.19	109	157	152	108	85	104
ENSG00000159217.10	44	42	75	49	30	43
ENSG00000159224.4	0	1	0	0	0	0
ENSG00000159228.13	1340	1483	1452	832	848	1022
ENSG00000159231.6	268	238	274	152	197	230
ENSG00000159239.13	0	0	0	0	0	0
ENSG00000159248.5	0	0	0	0	0	0
ENSG00000159251.8	2	0	0	0	1	0
ENSG00000159256.13	510	581	602	520	532	679
ENSG00000159259.8	740	761	814	551	499	673
ENSG00000159261.12	0	0	0	0	0	0
ENSG00000159263.16	17	26	22	12	20	23
ENSG00000159267.17	766	909	855	862	614	912
ENSG00000159289.6	0	0	0	0	0	0
ENSG00000159307.20	0	1	0	0	0	0
ENSG00000159314.13	94	123	134	133	98	91
ENSG00000159322.18	1028	1292	1240	1413	1173	1532
ENSG00000159335.18	17619	17878	15651	7878	9236	10602
ENSG00000159337.7	0	1	0	0	0	0
ENSG00000159339.13	0	0	0	0	0	0
ENSG00000159346.13	839	837	827	636	600	771
ENSG00000159348.13	167	153	185	119	114	158
ENSG00000159352.16	8095	7966	8432	4664	4661	5830
ENSG00000159363.19	181	319	268	298	210	264
ENSG00000159374.18	0	2	0	0	0	0
ENSG00000159377.11	10683	11223	11313	5553	6692	7322
ENSG00000159387.8	2	1	3	1	1	1
ENSG00000159388.6	6	12	9	6	0	3
ENSG00000159398.16	0	0	0	0	0	0
ENSG00000159399.10	2205	2330	2247	2009	1773	2201
ENSG00000159403.18	16	23	10	11	11	8
ENSG00000159409.15	4	10	13	7	8	9
ENSG00000159423.17	516	569	617	481	363	467
ENSG00000159433.12	21	22	13	31	23	37
ENSG00000159445.13	13	16	22	31	33	18
ENSG00000159450.13	255	324	282	240	186	225
ENSG00000159455.9	0	0	0	0	0	0
ENSG00000159459.12	1139	1334	1257	1405	1147	1678
ENSG00000159461.15	1294	1704	1495	929	793	1091
ENSG00000159479.17	324	335	361	264	245	324
ENSG00000159495.8	0	0	0	0	1	0
ENSG00000159496.15	0	0	0	0	0	0
ENSG00000159516.9	0	0	0	0	0	0
ENSG00000159527.4	0	0	0	0	0	0
ENSG00000159556.10	4	9	3	6	3	8
ENSG00000159579.14	170	194	186	143	160	182
ENSG00000159588.15	3	2	2	7	1	0
ENSG00000159592.11	983	1273	1234	974	811	1010
ENSG00000159593.15	436	574	482	511	438	643
ENSG00000159596.7	17	21	22	10	15	29
ENSG00000159618.16	0	0	0	0	0	0
ENSG00000159625.15	2	0	1	0	2	0
ENSG00000159640.17	9	8	8	13	8	9
ENSG00000159648.13	0	0	0	0	0	0
ENSG00000159650.9	0	0	0	0	0	0
ENSG00000159658.15	773	870	881	700	628	779
ENSG00000159674.12	0	2	3	2	2	3
ENSG00000159685.11	405	400	439	297	253	362
ENSG00000159692.17	624	980	974	824	643	783
ENSG00000159708.18	0	0	0	0	0	0
ENSG00000159713.11	5	3	12	3	0	2
ENSG00000159714.12	3	6	10	4	2	0
ENSG00000159720.13	1215	1614	1535	891	914	1142
ENSG00000159723.5	0	0	0	0	0	0
ENSG00000159733.14	158	219	218	259	182	217
ENSG00000159753.15	84	101	92	54	55	73
ENSG00000159761.15	3	7	3	3	3	3
ENSG00000159763.4	0	0	0	0	0	0
ENSG00000159784.18	0	1	0	0	0	1
ENSG00000159788.20	495	688	614	692	536	703
ENSG00000159792.10	216	298	263	264	190	253
ENSG00000159840.16	493	712	680	447	401	569
ENSG00000159842.16	397	435	410	343	274	320
ENSG00000159871.15	0	0	0	0	0	0
ENSG00000159873.10	774	931	786	556	572	772
ENSG00000159882.13	11	20	23	30	25	30
ENSG00000159884.12	95	84	89	65	62	111
ENSG00000159885.14	10	9	4	8	14	9
ENSG00000159899.16	57	57	57	99	77	89
ENSG00000159905.15	5	2	2	4	4	4
ENSG00000159915.13	51	62	41	58	30	78
ENSG00000159917.17	46	66	71	71	64	71
ENSG00000159921.20	83	76	84	83	98	93
ENSG00000159958.7	1	0	1	2	2	0
ENSG00000159961.3	0	0	0	0	0	0
ENSG00000160007.20	4149	5146	4957	4077	3214	4119
ENSG00000160013.9	0	0	0	0	0	0
ENSG00000160014.17	4881	5202	5073	2664	2971	3689
ENSG00000160049.12	634	733	758	550	462	628
ENSG00000160050.16	23	9	23	6	15	5
ENSG00000160051.12	85	101	113	133	78	119
ENSG00000160055.20	23	25	20	12	18	39
ENSG00000160058.19	379	429	444	449	378	402
ENSG00000160062.15	116	134	126	143	115	163
ENSG00000160072.20	341	387	401	494	294	374
ENSG00000160075.12	1310	1634	1515	948	773	1070
ENSG00000160087.21	117	179	144	185	103	188
ENSG00000160094.15	45	54	65	44	25	42
ENSG00000160097.20	1	0	0	1	1	0
ENSG00000160111.15	38	49	51	73	38	83
ENSG00000160113.6	216	376	332	245	191	313
ENSG00000160117.16	0	6	3	3	5	0
ENSG00000160124.9	190	160	166	136	136	155
ENSG00000160131.14	12	21	20	15	7	6
ENSG00000160145.16	217	194	229	171	141	202
ENSG00000160161.9	31	33	52	22	21	27
ENSG00000160179.19	520	608	628	468	406	498
ENSG00000160180.17	13	24	12	14	8	5
ENSG00000160181.9	0	0	0	0	0	0
ENSG00000160182.3	2607	3353	3641	1158	1279	1416
ENSG00000160183.17	19	17	12	11	18	14
ENSG00000160185.15	0	0	4	3	1	3
ENSG00000160188.10	23	26	29	15	9	23
ENSG00000160190.14	439	522	549	525	307	460
ENSG00000160191.18	142	140	160	93	82	133
ENSG00000160193.12	590	834	758	856	562	842
ENSG00000160194.18	996	1076	1166	616	629	728
ENSG00000160199.15	85	74	86	39	71	86
ENSG00000160200.18	3	5	1	1	5	2
ENSG00000160201.12	154	86	106	34	74	62
ENSG00000160202.7	0	0	0	0	0	0
ENSG00000160207.9	113	143	172	118	105	140
ENSG00000160208.13	3701	4368	3975	3146	2835	3737
ENSG00000160209.19	1865	2339	2166	1443	1305	1616
ENSG00000160211.20	7751	9402	9202	4912	4838	5877
ENSG00000160213.9	544	572	578	246	240	215
ENSG00000160214.13	3393	3402	3334	2388	2184	2884
ENSG00000160216.21	1429	2026	1813	1355	986	1275
ENSG00000160218.13	1376	1824	1837	1940	1512	1874
ENSG00000160219.12	0	0	1	0	0	2
ENSG00000160221.18	11	27	13	22	10	28
ENSG00000160223.18	8	3	1	0	2	0
ENSG00000160224.17	0	0	0	0	0	0
ENSG00000160226.16	71	110	108	103	79	81
ENSG00000160229.13	5	5	4	16	8	14
ENSG00000160233.8	17	21	21	12	11	16
ENSG00000160255.19	1	6	3	2	0	6
ENSG00000160256.13	833	805	829	481	527	570
ENSG00000160271.16	10	16	11	15	6	11
ENSG00000160282.15	6	4	9	9	2	8
ENSG00000160284.15	10	11	13	11	7	9
ENSG00000160285.15	595	663	694	612	478	689
ENSG00000160293.17	2138	2680	2340	2415	1705	2290
ENSG00000160294.11	6320	7822	7338	8446	6436	8523
ENSG00000160298.18	83	123	105	164	137	160
ENSG00000160299.19	10940	12234	11795	15897	11418	14550
ENSG00000160305.18	2183	2381	2374	3610	2619	3416
ENSG00000160307.10	0	0	0	0	0	0
ENSG00000160310.19	559	642	716	555	509	630
ENSG00000160318.6	3	1	9	7	4	3
ENSG00000160321.16	0	0	1	0	0	2
ENSG00000160323.19	43	91	66	121	60	116
ENSG00000160325.15	47	69	84	53	53	61
ENSG00000160326.14	26	32	53	39	36	43
ENSG00000160336.17	197	190	228	241	158	217
ENSG00000160339.16	0	0	0	0	0	0
ENSG00000160345.13	11	29	30	15	10	9
ENSG00000160349.10	0	0	0	0	0	0
ENSG00000160352.16	215	279	247	257	242	300
ENSG00000160360.13	80	122	128	123	85	113
ENSG00000160392.14	237	290	273	236	227	295
ENSG00000160396.9	0	1	0	4	5	2
ENSG00000160401.15	3	1	2	0	0	1
ENSG00000160404.18	129	226	171	105	84	117
ENSG00000160408.16	2	3	3	0	0	1
ENSG00000160410.15	254	368	332	285	255	326
ENSG00000160439.16	137	119	120	138	83	149
ENSG00000160445.11	775	1087	948	653	579	770
ENSG00000160446.19	443	538	514	304	255	411
ENSG00000160447.7	530	549	610	692	410	579
ENSG00000160460.17	118	117	112	177	108	157
ENSG00000160469.17	35	34	30	36	21	27
ENSG00000160471.13	0	0	0	0	0	0
ENSG00000160472.5	0	0	1	0	0	0
ENSG00000160505.16	2	0	3	7	1	2
ENSG00000160539.6	2	0	0	0	0	0
ENSG00000160551.12	2352	3157	2799	2538	1984	2840
ENSG00000160563.14	146	116	122	64	99	104
ENSG00000160570.14	49	57	66	42	35	45
ENSG00000160584.17	338	388	383	359	262	367
ENSG00000160588.10	300	346	371	240	250	327
ENSG00000160593.19	0	0	0	1	0	0
ENSG00000160602.14	55	58	73	96	61	60
ENSG00000160606.11	122	126	127	52	55	76
ENSG00000160613.15	461	526	504	563	421	603
ENSG00000160633.13	3516	3929	3712	2992	2809	3581
ENSG00000160654.11	0	0	0	0	0	0
ENSG00000160678.12	24	20	25	10	12	10
ENSG00000160679.13	552	584	636	663	575	708
ENSG00000160683.5	0	0	0	0	0	0
ENSG00000160685.14	746	985	845	717	546	784
ENSG00000160688.19	462	728	598	519	394	552
ENSG00000160691.19	676	886	808	643	512	718
ENSG00000160695.16	674	854	828	799	605	752
ENSG00000160703.16	111	107	148	105	93	114
ENSG00000160710.18	6843	8630	8085	7064	5926	7784
ENSG00000160712.13	17	20	19	15	7	18
ENSG00000160714.10	1280	1705	1565	1396	1159	1451
ENSG00000160716.6	1	3	3	6	0	1
ENSG00000160741.17	394	449	463	476	360	457
ENSG00000160746.13	421	476	478	321	340	457
ENSG00000160752.15	2896	3057	3275	2914	2553	3008
ENSG00000160753.17	1169	1592	1463	1647	1182	1633
ENSG00000160767.22	32	57	29	33	29	48
ENSG00000160781.17	16	24	15	48	30	43
ENSG00000160783.19	94	108	82	100	55	109
ENSG00000160785.14	185	276	220	257	150	233
ENSG00000160789.24	10199	10321	10173	6617	7116	8940
ENSG00000160791.14	0	0	0	0	0	0
ENSG00000160796.18	1268	1793	1763	2228	1622	2039
ENSG00000160799.12	712	726	740	402	442	477
ENSG00000160801.14	2	0	0	2	1	3
ENSG00000160803.8	115	111	153	180	129	138
ENSG00000160808.11	0	0	0	1	0	0
ENSG00000160813.7	231	280	283	202	169	236
ENSG00000160818.17	6066	6955	6030	4229	3665	5100
ENSG00000160838.14	1	3	0	0	0	0
ENSG00000160856.21	0	0	0	1	0	0
ENSG00000160862.13	7	8	4	4	10	4
ENSG00000160867.15	969	1280	1194	1107	936	1172
ENSG00000160868.16	0	0	0	0	0	1
ENSG00000160870.15	0	0	0	0	0	0
ENSG00000160877.7	1379	1976	1828	1360	1089	1573
ENSG00000160882.13	0	0	0	0	0	0
ENSG00000160883.11	1	2	2	0	1	2
ENSG00000160886.13	0	0	0	0	0	0
ENSG00000160888.7	352	437	402	282	207	292
ENSG00000160908.15	251	317	320	378	235	315
ENSG00000160917.15	511	604	549	463	419	469
ENSG00000160932.11	65	77	83	55	35	37
ENSG00000160948.14	505	485	477	292	239	339
ENSG00000160949.18	1540	2298	2111	2236	1475	2059
ENSG00000160951.4	1	0	0	1	1	0
ENSG00000160953.17	463	670	577	712	470	669
ENSG00000160957.15	793	1128	1038	1080	751	1037
ENSG00000160959.8	14	33	30	45	19	46
ENSG00000160961.12	47	58	54	106	79	117
ENSG00000160963.14	1	0	0	3	0	0
ENSG00000160972.10	320	488	419	482	326	478
ENSG00000160973.8	0	0	0	0	0	0
ENSG00000160991.17	19	47	52	41	28	56
ENSG00000160993.4	203	208	212	193	127	184
ENSG00000160994.4	0	0	0	0	0	0
ENSG00000160999.11	66	109	112	110	46	94
ENSG00000161010.16	339	427	387	733	561	640
ENSG00000161011.20	3591	4174	4038	2492	2411	3089
ENSG00000161013.17	1317	1884	1707	1535	1105	1518
ENSG00000161016.18	13366	14771	15473	6081	6386	6699
ENSG00000161021.13	496	832	752	683	492	653
ENSG00000161031.13	0	0	0	0	0	0
ENSG00000161036.13	323	413	462	333	259	390
ENSG00000161040.18	2	3	4	5	4	5
ENSG00000161048.12	1	0	0	0	5	4
ENSG00000161055.4	0	0	0	0	0	0
ENSG00000161057.13	7424	7099	7254	4136	4256	5397
ENSG00000161082.13	4	8	7	5	7	1
ENSG00000161091.14	103	215	159	167	99	190
ENSG00000161179.14	211	238	268	203	184	204
ENSG00000161180.11	1	2	1	2	1	3
ENSG00000161202.20	1566	1847	1703	2161	1572	2187
ENSG00000161203.14	9148	11892	11347	6366	5986	7550
ENSG00000161204.12	2268	2612	2515	1870	1775	2304
ENSG00000161217.12	3002	3191	3255	2920	2585	3057
ENSG00000161243.9	119	99	168	175	137	200
ENSG00000161249.21	252	261	313	244	189	258
ENSG00000161265.15	130	118	105	119	89	139
ENSG00000161267.12	78	107	82	87	50	77
ENSG00000161270.20	0	0	0	0	1	0
ENSG00000161277.11	3	2	1	1	8	3
ENSG00000161281.11	0	1	0	0	0	0
ENSG00000161298.19	0	0	1	0	0	0
ENSG00000161328.11	3	0	0	2	0	2
ENSG00000161381.14	42	46	38	56	45	48
ENSG00000161395.14	23	45	54	59	45	55
ENSG00000161405.17	11	5	16	4	7	4
ENSG00000161509.14	7	26	21	21	15	16
ENSG00000161513.12	169	194	224	155	130	161
ENSG00000161526.15	1890	1893	1922	1472	1495	1809
ENSG00000161533.12	1966	2087	2179	1542	1593	1955
ENSG00000161542.17	795	817	847	556	602	759
ENSG00000161544.10	0	1	0	3	1	0
ENSG00000161547.17	220	347	318	286	184	278
ENSG00000161551.15	0	0	0	0	0	1
ENSG00000161558.11	44	56	56	47	35	43
ENSG00000161594.7	0	4	0	0	1	1
ENSG00000161609.10	0	0	0	0	0	0
ENSG00000161610.1	0	0	0	0	0	0
ENSG00000161618.10	407	463	523	417	348	456
ENSG00000161634.12	0	0	0	0	0	0
ENSG00000161638.11	68	97	119	75	55	82
ENSG00000161640.15	2	0	0	0	0	0
ENSG00000161642.18	410	437	420	292	284	399
ENSG00000161643.13	0	0	0	0	0	0
ENSG00000161647.19	334	370	367	459	322	400
ENSG00000161649.14	0	0	0	0	0	0
ENSG00000161652.13	0	0	0	0	0	0
ENSG00000161653.11	1	0	0	0	0	0
ENSG00000161654.10	4	1	1	0	2	1
ENSG00000161664.7	0	1	0	0	0	0
ENSG00000161671.17	327	391	413	264	324	333
ENSG00000161677.12	67	64	65	41	27	61
ENSG00000161681.17	2	5	8	12	4	2
ENSG00000161682.15	90	166	153	97	92	93
ENSG00000161692.18	67	106	76	117	71	129
ENSG00000161714.12	993	1705	1422	1443	898	1316
ENSG00000161791.14	493	623	521	626	493	667
ENSG00000161798.7	0	0	0	0	0	0
ENSG00000161800.13	2102	2343	2162	1670	1587	2096
ENSG00000161807.3	0	0	0	0	0	0
ENSG00000161813.23	1087	1196	1118	1113	1018	1288
ENSG00000161835.11	10	20	17	28	19	16
ENSG00000161847.14	377	517	503	380	295	439
ENSG00000161849.3	2	1	2	2	0	1
