Gene_ID	MetStarve16h_Control_rep1	MetStarve16h_Control_rep2	MetStarve16h_Control_rep3	MetStarve16h_Starvation_rep1	MetStarve16h_Starvation_rep2	MetStarve16h_Starvation_rep3
ENSG00000038210.14	1864	2043	1897	1320	1164	1233
ENSG00000038219.13	1885	1335	1255	1434	1319	2955
ENSG00000038274.18	1201	680	664	436	362	1162
ENSG00000038295.8	0	0	0	0	0	1
ENSG00000038358.15	1806	1955	1702	1325	1129	1204
ENSG00000038382.23	3558	1849	1751	1491	1355	4382
ENSG00000038427.16	8	3	6	11	6	12
ENSG00000038532.17	904	710	654	1097	1065	1861
ENSG00000038945.15	0	0	0	0	0	0
ENSG00000039068.20	21914	23638	21351	27708	25394	29838
ENSG00000039123.16	1712	1762	1659	1410	1208	1710
ENSG00000039139.11	137	99	137	109	101	152
ENSG00000039319.17	2249	2579	2508	1655	1466	1642
ENSG00000039523.20	1081	632	611	536	465	1699
ENSG00000039537.15	0	0	0	0	0	0
ENSG00000039560.14	469	518	490	179	197	232
ENSG00000039600.11	1	2	0	4	3	8
ENSG00000039650.12	484	528	558	612	514	505
ENSG00000039987.7	0	1	1	0	0	0
ENSG00000040199.18	2396	2164	1921	2307	2281	3517
ENSG00000040275.17	983	1055	1055	485	468	574
ENSG00000040341.18	1494	1561	1468	940	915	979
ENSG00000040487.13	239	314	289	361	346	339
ENSG00000040531.16	372	449	425	622	625	652
ENSG00000040608.14	174	223	181	262	265	198
ENSG00000040633.13	921	1306	1200	1965	1835	1445
ENSG00000040731.10	1	0	0	0	0	0
ENSG00000040933.16	1260	1249	1129	1115	942	1249
ENSG00000041353.10	3241	3619	3402	4165	3953	4263
ENSG00000041357.16	5897	8991	7921	4991	4739	3694
ENSG00000041515.16	24	17	9	30	22	62
ENSG00000041802.11	1902	2368	2116	6235	5658	6603
ENSG00000041880.15	119	167	151	349	328	240
ENSG00000041982.17	0	0	0	0	0	0
ENSG00000041988.16	185	240	217	612	610	335
ENSG00000042062.13	132	193	188	210	174	142
ENSG00000042088.14	1137	815	783	1041	904	1829
ENSG00000042286.15	545	460	447	341	362	486
ENSG00000042304.14	0	0	0	0	0	0
ENSG00000042317.17	286	326	323	344	335	373
ENSG00000042429.12	316	420	379	338	269	271
ENSG00000042445.14	775	1166	1143	951	1000	660
ENSG00000042493.16	126	236	174	220	241	112
ENSG00000042753.12	2558	3778	3435	3060	2912	2456
ENSG00000042781.14	1	0	0	0	0	0
ENSG00000042813.8	0	0	0	3	0	0
ENSG00000042832.12	4	3	1	11	17	21
ENSG00000042980.14	0	0	0	0	0	0
ENSG00000043039.7	35	44	33	69	54	64
ENSG00000043093.15	3200	3027	2866	2687	2394	3514
ENSG00000043143.22	1979	2115	2037	3296	3207	3618
ENSG00000043355.12	169	139	152	113	88	130
ENSG00000043462.13	0	0	0	0	0	2
ENSG00000043514.17	621	753	794	984	809	762
ENSG00000043591.6	21	15	23	13	13	20
ENSG00000044012.4	0	0	0	0	0	0
ENSG00000044090.13	821	1098	1004	871	888	833
ENSG00000044115.21	6580	7728	6906	5852	5445	5864
ENSG00000044446.12	1076	872	846	634	531	905
ENSG00000044459.15	2	0	2	1	1	1
ENSG00000044524.11	61	52	61	22	18	17
ENSG00000044574.9	4281	2543	2470	2059	1820	7095
ENSG00000046604.14	3104	2284	1994	1223	1122	2418
ENSG00000046647.14	292	344	293	564	604	507
ENSG00000046651.16	1393	1440	1434	1808	1404	1711
ENSG00000046653.15	15	15	11	5	2	11
ENSG00000046774.10	0	0	0	0	0	0
ENSG00000046889.19	0	0	0	0	0	0
ENSG00000047056.18	1666	1647	1520	1595	1275	1799
ENSG00000047188.16	1012	805	832	956	914	1587
ENSG00000047230.15	1563	1699	1584	914	798	943
ENSG00000047249.18	591	342	324	218	159	517
ENSG00000047315.17	3470	3745	3361	2108	1919	2687
ENSG00000047346.13	4286	3373	3201	4766	4358	8865
ENSG00000047365.13	828	969	936	1265	1162	1311
ENSG00000047410.14	7206	7661	7216	6124	5623	6750
ENSG00000047457.14	10	25	12	11	11	13
ENSG00000047578.14	1231	718	702	773	684	1568
ENSG00000047579.20	226	134	145	127	90	266
ENSG00000047597.7	190	152	140	103	76	108
ENSG00000047617.17	0	1	0	5	3	4
ENSG00000047621.12	496	534	554	1070	1018	903
ENSG00000047634.15	891	860	822	677	620	721
ENSG00000047644.20	4544	3753	3617	3438	3427	4757
ENSG00000047648.23	2	3	1	1	1	1
ENSG00000047662.5	29	10	8	11	13	16
ENSG00000047849.22	5180	5854	5501	6273	6045	6801
ENSG00000047932.14	973	926	818	614	639	1081
ENSG00000047936.11	0	0	0	1	0	0
ENSG00000048028.12	886	1091	993	681	583	611
ENSG00000048052.24	17	6	3	3	4	7
ENSG00000048140.18	1898	2637	2458	3574	3709	2945
ENSG00000048162.22	412	603	508	655	684	601
ENSG00000048342.18	211	233	215	347	319	367
ENSG00000048392.13	4061	4839	4533	3295	3038	3563
ENSG00000048405.11	1750	1631	1521	1919	1718	2434
ENSG00000048462.11	0	0	0	0	0	0
ENSG00000048471.14	523	536	395	396	380	665
ENSG00000048540.16	62	52	51	45	50	70
ENSG00000048544.6	1603	2226	1984	4261	3906	3170
ENSG00000048545.18	0	0	0	0	0	0
ENSG00000048649.14	2773	1924	1875	2218	1869	4960
ENSG00000048707.15	2885	1345	1295	1166	1082	4916
ENSG00000048740.19	0	2	1	0	0	3
ENSG00000048828.18	10275	9383	8709	10118	9639	13170
ENSG00000048991.17	1776	781	761	515	490	2098
ENSG00000049089.15	143	351	304	416	447	204
ENSG00000049130.16	5107	5955	5681	4657	4163	4327
ENSG00000049167.16	761	912	757	645	598	716
ENSG00000049192.15	10	2	5	3	7	17
ENSG00000049239.13	1058	960	883	524	473	700
ENSG00000049245.13	1558	1629	1484	2350	1995	2496
ENSG00000049246.15	796	498	463	753	626	1810
ENSG00000049247.14	1	1	1	0	0	3
ENSG00000049249.10	0	0	1	4	1	3
ENSG00000049283.19	1352	1739	1679	4119	4230	3531
ENSG00000049323.16	1011	1038	933	1356	1181	1566
ENSG00000049449.10	812	1138	1149	1241	1125	945
ENSG00000049540.19	0	0	0	0	0	0
ENSG00000049541.11	1091	1017	935	584	614	840
ENSG00000049618.25	1868	1512	1475	1499	1429	3012
ENSG00000049656.14	2799	3742	3286	4731	4714	4235
ENSG00000049759.20	925	805	728	538	539	901
ENSG00000049768.18	28	16	19	25	27	70
ENSG00000049769.14	212	282	272	145	143	104
ENSG00000049860.14	1991	2480	2312	2343	2205	1920
ENSG00000049883.15	557	416	413	454	425	871
ENSG00000050030.16	148	112	135	137	93	207
ENSG00000050130.18	1914	2134	1883	1664	1435	1781
ENSG00000050165.19	1	4	4	3	13	6
ENSG00000050327.15	325	407	313	715	708	724
ENSG00000050344.9	312	268	242	418	344	591
ENSG00000050393.12	1676	1869	1846	1968	1975	1969
ENSG00000050405.14	769	857	748	965	871	1073
ENSG00000050426.16	1837	1583	1507	1514	1258	1908
ENSG00000050438.17	325	253	201	120	95	310
ENSG00000050555.19	19	17	23	14	19	6
ENSG00000050628.21	328	284	279	212	190	274
ENSG00000050730.16	0	0	0	0	0	0
ENSG00000050748.18	2450	2320	2211	2227	2013	2811
ENSG00000050767.18	10	16	12	2	9	8
ENSG00000050820.17	2329	3805	3314	6986	6570	4762
ENSG00000051009.11	312	257	198	467	449	851
ENSG00000051108.15	830	631	582	556	531	1071
ENSG00000051128.19	219	477	405	211	223	131
ENSG00000051180.17	402	217	196	68	73	195
ENSG00000051341.15	2503	2028	1907	1669	1399	2530
ENSG00000051382.9	2126	1470	1439	1305	1105	2987
ENSG00000051523.12	4280	5715	5188	4061	3829	2963
ENSG00000051596.10	930	1102	965	734	690	764
ENSG00000051620.11	1706	1817	1882	2492	2339	2287
ENSG00000051825.15	3853	3626	3584	2644	2198	2829
ENSG00000052126.16	1246	1248	1295	1273	1117	1235
ENSG00000052344.16	1109	939	839	2054	1923	2484
ENSG00000052723.12	6825	6326	5860	9047	7814	10753
ENSG00000052749.14	952	1730	1327	3992	3514	2430
ENSG00000052795.13	368	297	278	223	161	336
ENSG00000052802.13	3312	3713	3127	2141	1999	1870
ENSG00000052841.16	1286	1290	1229	1654	1493	1765
ENSG00000052850.8	10	7	12	4	2	5
ENSG00000053108.17	21	10	13	27	28	22
ENSG00000053254.16	1500	1126	1091	994	1037	2126
ENSG00000053328.9	1	0	0	0	0	0
ENSG00000053371.13	1009	1272	1254	1156	983	855
ENSG00000053372.5	630	575	551	931	892	1094
ENSG00000053438.11	5	1	0	0	1	2
ENSG00000053501.14	63	55	49	34	33	88
ENSG00000053524.13	25	18	30	9	9	17
ENSG00000053702.15	5	1	0	0	0	2
ENSG00000053747.17	197	109	80	50	82	185
ENSG00000053770.12	2408	2184	2042	1488	1332	1897
ENSG00000053900.11	1102	1161	1077	974	734	1042
ENSG00000053918.18	3	10	7	2	2	1
ENSG00000054116.12	641	365	343	356	329	690
ENSG00000054118.15	1994	1078	992	1041	918	3709
ENSG00000054148.18	581	667	644	991	936	847
ENSG00000054179.12	266	167	172	70	55	132
ENSG00000054219.11	1	0	0	2	0	0
ENSG00000054267.22	1419	1508	1425	1375	1300	1734
ENSG00000054277.14	622	629	634	1046	975	1007
ENSG00000054282.16	170	175	213	179	189	178
ENSG00000054356.14	1	0	1	2	0	0
ENSG00000054392.13	51	72	78	66	54	79
ENSG00000054523.20	2384	1563	1435	1482	1280	2966
ENSG00000054598.9	230	326	245	581	617	463
ENSG00000054611.14	498	673	632	434	381	291
ENSG00000054654.20	6875	5296	5454	4130	3424	5854
ENSG00000054690.14	1320	892	969	358	273	675
ENSG00000054793.14	6200	3822	3658	3237	2990	7594
ENSG00000054796.13	0	0	0	0	0	0
ENSG00000054803.4	0	0	0	0	0	0
ENSG00000054938.17	0	0	0	0	0	0
ENSG00000054965.11	3148	3434	3163	2516	2109	2596
ENSG00000054967.13	362	381	401	320	299	272
ENSG00000054983.17	1276	1212	1206	1292	1054	1588
ENSG00000055044.11	2053	2186	2083	1751	1553	1902
ENSG00000055070.17	2231	1568	1469	1672	1619	3628
ENSG00000055118.17	97	117	96	35	38	41
ENSG00000055130.18	2317	1956	1722	2072	1972	3399
ENSG00000055147.19	345	462	344	669	591	683
ENSG00000055163.21	1267	1096	1087	699	633	1039
ENSG00000055208.20	3047	2273	2184	3096	2676	5996
ENSG00000055211.14	1300	1587	1407	1924	1821	1862
ENSG00000055332.19	4159	3734	3626	2090	1742	3269
ENSG00000055483.20	1538	1583	1373	3056	2967	3771
ENSG00000055609.21	8435	4716	4573	3860	3381	10953
ENSG00000055732.13	169	130	135	146	134	185
ENSG00000055813.6	26	28	22	26	21	37
ENSG00000055917.17	9130	5993	5850	5072	4460	11733
ENSG00000055950.17	1549	2206	1984	3082	2869	2150
ENSG00000055955.17	3	1	0	0	0	0
ENSG00000055957.11	0	0	0	0	0	0
ENSG00000056050.7	216	213	190	130	128	177
ENSG00000056097.16	4042	5034	4600	8596	7924	7221
ENSG00000056277.16	669	716	684	527	495	644
ENSG00000056291.19	0	0	0	0	0	0
ENSG00000056487.16	12	13	11	4	9	5
ENSG00000056558.11	18	23	29	63	30	44
ENSG00000056586.16	4242	4211	4019	4940	4452	6093
ENSG00000056678.11	0	0	0	0	0	0
ENSG00000056736.10	191	127	91	37	35	63
ENSG00000056972.21	915	1136	1070	1651	1579	1298
ENSG00000056998.20	94	99	92	51	38	43
ENSG00000057019.16	2431	2659	2403	1204	1171	1547
ENSG00000057149.16	0	0	0	0	0	0
ENSG00000057252.13	1147	1073	966	585	552	895
ENSG00000057294.17	814	802	721	675	619	846
ENSG00000057468.7	0	3	0	0	0	0
ENSG00000057593.14	18	14	24	48	26	29
ENSG00000057608.17	11945	15502	14278	6989	6358	6112
ENSG00000057657.17	2	0	0	2	3	1
ENSG00000057663.16	1110	1216	1160	1925	1735	1725
ENSG00000057704.13	26	18	14	15	23	32
ENSG00000057757.10	594	778	664	1256	1172	1213
ENSG00000057935.14	1912	1681	1552	1424	1406	2042
ENSG00000058056.10	1014	729	696	630	583	1188
ENSG00000058063.16	2470	2278	2151	1503	1403	2033
ENSG00000058085.15	133	173	138	349	364	302
ENSG00000058091.17	22	26	15	18	14	17
ENSG00000058262.11	8696	10756	9716	10008	8983	9314
ENSG00000058272.19	4084	4786	4794	6171	5480	6238
ENSG00000058335.16	1	0	0	2	1	4
ENSG00000058404.21	92	62	46	27	15	35
ENSG00000058453.17	97	169	169	169	140	86
ENSG00000058600.16	1487	1679	1599	2121	1897	1690
ENSG00000058668.16	818	523	533	289	268	668
ENSG00000058673.17	102	79	81	63	52	67
ENSG00000058729.11	646	749	691	1616	1477	1688
ENSG00000058799.15	592	755	632	1108	1107	1122
ENSG00000058804.12	3980	4537	4230	4135	3583	3955
ENSG00000058866.15	13	4	7	5	3	11
ENSG00000059122.17	1086	1448	1321	1318	1306	977
ENSG00000059145.19	1397	1594	1393	1139	1010	889
ENSG00000059377.18	2	3	0	1	0	2
ENSG00000059378.13	196	266	236	317	312	261
ENSG00000059573.9	2457	2446	2259	2433	2342	3070
ENSG00000059588.10	1496	1194	1156	544	453	752
ENSG00000059691.12	369	495	436	581	471	419
ENSG00000059728.11	659	488	481	227	211	439
ENSG00000059758.8	1560	1806	1638	2197	1886	2095
ENSG00000059769.20	205	279	264	295	281	240
ENSG00000059804.16	5	7	7	8	8	1
ENSG00000059915.17	139	158	121	189	151	154
ENSG00000060069.18	243	379	351	487	487	327
ENSG00000060138.13	2716	2244	2045	1403	1347	2193
ENSG00000060140.9	77	110	94	71	60	57
ENSG00000060237.19	6041	3537	3361	2721	2503	8722
ENSG00000060303.5	1	0	0	0	0	0
ENSG00000060339.14	2481	2476	2437	4040	3631	4251
ENSG00000060491.17	1173	3182	2846	6670	6877	2426
ENSG00000060558.4	35	72	74	49	60	41
ENSG00000060566.14	0	0	0	0	0	0
ENSG00000060642.12	562	586	553	1071	986	1064
ENSG00000060656.20	808	1025	986	1146	1060	957
ENSG00000060688.13	1085	995	927	1269	1132	1601
ENSG00000060709.16	1	0	0	0	0	0
ENSG00000060718.22	1	0	1	5	4	0
ENSG00000060749.16	5693	4904	4678	3482	3167	5547
ENSG00000060762.19	232	158	134	99	100	239
ENSG00000060971.19	487	731	617	623	582	440
ENSG00000060982.15	2	4	4	14	7	11
ENSG00000061273.18	747	712	661	500	422	561
ENSG00000061337.15	0	0	0	0	0	0
ENSG00000061455.11	243	222	184	142	112	266
ENSG00000061492.12	0	0	0	0	0	0
ENSG00000061656.11	180	172	189	76	79	43
ENSG00000061676.16	14676	14609	13644	13987	13114	17077
ENSG00000061794.13	1965	1998	1873	1974	1808	2334
ENSG00000061918.14	0	0	0	0	0	0
ENSG00000061936.10	1245	1418	1273	2151	1897	1996
ENSG00000061938.21	1172	1566	1421	1819	1770	1099
ENSG00000061987.16	4595	3480	3351	3966	3370	6743
ENSG00000062038.15	1628	1967	1986	2709	2642	2340
ENSG00000062096.15	0	0	0	0	0	0
ENSG00000062194.16	2973	2726	2669	4686	4265	6319
ENSG00000062282.15	246	319	319	300	271	234
ENSG00000062370.17	141	177	152	116	117	108
ENSG00000062485.19	7844	5956	5743	4270	3825	6897
ENSG00000062524.16	1	2	2	6	2	2
ENSG00000062582.14	253	364	312	360	365	237
ENSG00000062598.18	990	1113	997	1349	1271	1502
ENSG00000062650.20	4278	4684	4353	6644	6274	8074
ENSG00000062716.13	29617	30895	32159	35253	32187	33751
ENSG00000062725.10	26086	29367	27080	36237	33559	36313
ENSG00000062822.16	1513	2342	2107	691	638	423
ENSG00000063015.21	0	0	0	0	0	0
ENSG00000063046.18	30111	39840	39386	35542	32754	27915
ENSG00000063127.16	10	8	3	1	2	7
ENSG00000063169.12	251	113	90	54	60	275
ENSG00000063176.16	321	411	343	775	776	619
ENSG00000063177.13	15747	21004	19774	20081	18639	14154
ENSG00000063180.9	67	95	98	121	126	44
ENSG00000063241.8	1740	2323	2213	1604	1499	1210
ENSG00000063244.14	3055	5429	4965	5033	4769	3140
ENSG00000063245.15	2334	3018	2692	2971	2982	2436
ENSG00000063322.15	1077	1619	1488	3905	3545	2690
ENSG00000063438.20	27	36	39	15	20	47
ENSG00000063515.3	0	0	0	0	0	0
ENSG00000063587.15	978	757	770	800	726	1356
ENSG00000063601.17	1883	1700	1548	1127	953	1501
ENSG00000063660.9	631	873	749	888	810	679
ENSG00000063761.16	234	332	283	277	247	257
ENSG00000063854.13	314	322	300	347	386	461
ENSG00000063978.17	1575	2299	2117	3876	3505	2879
ENSG00000064012.24	442	394	393	513	518	771
ENSG00000064042.18	150	138	145	83	117	153
ENSG00000064102.15	1365	1524	1379	1109	1055	1213
ENSG00000064115.11	2861	2545	2300	1664	1619	2551
ENSG00000064195.7	139	130	93	305	278	761
ENSG00000064199.7	78	115	133	110	93	96
ENSG00000064201.16	0	0	0	0	0	0
ENSG00000064205.11	860	1125	1130	1006	868	666
ENSG00000064218.5	0	0	0	0	2	0
ENSG00000064225.13	0	0	0	0	0	0
ENSG00000064270.13	484	542	462	839	881	820
ENSG00000064300.9	11	14	12	29	25	18
ENSG00000064309.16	758	638	643	257	230	369
ENSG00000064313.13	3029	3372	3085	4110	3833	4374
ENSG00000064393.16	1188	623	650	463	432	1593
ENSG00000064419.14	2230	1066	1113	922	802	3540
ENSG00000064489.23	1	8	3	2	9	6
ENSG00000064490.14	764	1070	963	904	861	679
ENSG00000064545.15	532	586	563	492	468	409
ENSG00000064547.14	792	1045	973	824	764	809
ENSG00000064601.21	1920	2513	2314	2285	2074	1670
ENSG00000064607.17	2899	2104	2094	2173	1877	2926
ENSG00000064651.14	6717	8719	7890	6021	5548	5536
ENSG00000064652.11	474	487	450	541	561	503
ENSG00000064655.19	151	281	265	226	224	140
ENSG00000064666.15	758	1041	850	583	508	477
ENSG00000064687.13	507	599	549	273	218	193
ENSG00000064692.20	29	26	19	51	79	107
ENSG00000064703.13	1143	1183	1059	2080	1877	2656
ENSG00000064726.10	4451	5572	5153	7933	7608	6927
ENSG00000064763.12	22	8	18	6	13	8
ENSG00000064787.14	1400	1235	1016	911	857	1628
ENSG00000064835.12	0	0	0	1	1	2
ENSG00000064886.14	1	0	1	1	2	1
ENSG00000064932.16	1756	2456	2171	2493	2325	1875
ENSG00000064933.19	760	670	578	385	327	494
ENSG00000064961.19	3069	4501	4332	4664	4425	2826
ENSG00000064989.13	2	6	2	4	1	1
ENSG00000064995.19	1688	1596	1540	1345	1271	1648
ENSG00000064999.16	880	843	773	568	574	856
ENSG00000065000.20	3455	3966	3598	3848	3794	3766
ENSG00000065029.15	417	656	564	500	412	353
ENSG00000065054.14	1400	2254	1934	1973	2012	1216
ENSG00000065057.9	432	758	692	591	669	377
ENSG00000065060.18	2147	1753	1657	1422	1385	2527
ENSG00000065135.12	4041	4571	4308	3845	3578	3966
ENSG00000065150.21	4215	4701	4380	2445	1996	3098
ENSG00000065154.12	2368	3255	2757	2208	1966	1710
ENSG00000065183.16	1672	1922	1707	1982	1818	1981
ENSG00000065243.20	2086	1833	1792	2010	1781	3151
ENSG00000065268.11	669	1019	1014	1107	977	550
ENSG00000065308.5	1090	855	879	699	656	1302
ENSG00000065320.9	181	150	141	109	96	140
ENSG00000065325.13	27	21	15	19	24	31
ENSG00000065328.17	2278	3305	2777	1284	1172	1134
ENSG00000065357.20	291	261	264	134	86	137
ENSG00000065361.17	6436	5466	5280	8537	8029	12124
ENSG00000065371.18	0	0	0	0	0	0
ENSG00000065413.20	175	163	197	140	141	179
ENSG00000065427.15	3695	3085	2725	2554	2508	3927
ENSG00000065457.11	2009	1236	1116	1442	1517	3587
ENSG00000065485.20	238	289	297	273	287	233
ENSG00000065491.8	305	232	237	315	257	514
ENSG00000065518.8	1619	1930	1806	1212	1138	1171
ENSG00000065526.13	2662	905	854	592	480	3146
ENSG00000065534.20	43	87	54	68	74	51
ENSG00000065548.18	3768	5546	5209	8057	7921	5930
ENSG00000065559.15	1631	1920	1913	1853	1775	1770
ENSG00000065600.13	162	212	166	353	322	290
ENSG00000065609.15	1	4	2	3	3	5
ENSG00000065613.15	3232	3200	3068	3291	3016	4141
ENSG00000065615.14	492	583	554	798	768	708
ENSG00000065618.21	2	0	2	3	2	1
ENSG00000065621.15	1223	1389	1180	1004	943	955
ENSG00000065665.21	249	199	206	147	156	283
ENSG00000065675.16	0	0	0	0	0	0
ENSG00000065717.15	370	389	377	255	225	252
ENSG00000065802.12	397	269	270	172	171	311
ENSG00000065809.14	1512	1451	1382	1474	1402	1559
ENSG00000065833.9	2657	2064	1938	1374	1252	2306
ENSG00000065882.18	1144	968	921	678	658	997
ENSG00000065883.18	2161	1952	1782	3501	3231	5018
ENSG00000065911.13	7286	8718	8015	11443	10418	10091
ENSG00000065923.10	2859	2610	2390	1824	1656	2526
ENSG00000065970.9	792	397	362	317	288	922
ENSG00000065978.19	6156	7598	6791	5344	5462	5458
ENSG00000065989.16	337	167	144	58	59	184
ENSG00000066027.12	1795	2006	1815	2654	2613	2622
ENSG00000066032.19	0	0	0	0	1	0
ENSG00000066044.15	3236	3910	3513	3832	3450	3676
ENSG00000066056.14	0	0	0	1	1	0
ENSG00000066084.13	3638	2953	2777	2760	2410	4582
ENSG00000066117.15	1868	1721	1534	1283	1249	1941
ENSG00000066135.13	1029	924	866	1367	1337	2283
ENSG00000066136.21	626	484	513	654	586	985
ENSG00000066185.13	15	6	5	14	14	19
ENSG00000066230.12	295	415	385	390	436	308
ENSG00000066248.15	69	125	101	39	32	21
ENSG00000066279.19	7171	7561	7106	6454	5315	6561
ENSG00000066294.15	0	0	0	0	0	0
ENSG00000066322.15	934	1133	963	715	709	683
ENSG00000066336.12	0	0	1	0	1	6
ENSG00000066379.15	107	132	147	147	153	143
ENSG00000066382.17	173	112	113	82	74	129
ENSG00000066405.13	0	0	0	0	0	0
ENSG00000066422.7	3018	2915	2675	4021	3465	5148
ENSG00000066427.25	1394	1132	1047	841	748	1257
ENSG00000066455.13	2314	2241	2125	4654	4337	5379
ENSG00000066468.24	890	825	782	1202	1127	1776
ENSG00000066557.6	1018	960	818	681	671	882
ENSG00000066583.12	3404	3223	3097	1622	1549	1924
ENSG00000066629.19	640	374	299	167	170	459
ENSG00000066651.20	296	347	307	401	309	474
ENSG00000066654.14	2397	2624	2465	4900	4453	5175
ENSG00000066697.15	422	317	322	310	328	539
ENSG00000066735.16	1496	2239	2042	1122	1215	812
ENSG00000066739.12	4028	3486	3236	3974	3621	5395
ENSG00000066777.9	2610	2480	2299	2453	2296	3526
ENSG00000066813.14	0	0	0	0	0	0
ENSG00000066827.16	320	297	243	286	316	455
ENSG00000066855.16	1770	1575	1469	1358	1247	1873
ENSG00000066923.18	25	4	3	7	7	17
ENSG00000066926.13	1622	1515	1362	824	754	1059
ENSG00000066933.16	3868	3029	2861	2837	2458	5341
ENSG00000067048.17	0	0	0	0	0	0
ENSG00000067057.19	3573	2323	2323	569	465	957
ENSG00000067064.13	6246	7076	6611	3252	2873	3145
ENSG00000067066.17	263	215	209	167	158	302
ENSG00000067082.15	677	563	550	723	726	1322
ENSG00000067113.17	186	227	197	170	154	157
ENSG00000067141.17	2889	2980	2843	3010	2590	3661
ENSG00000067167.8	4159	3709	3412	2395	2218	3606
ENSG00000067177.15	1499	1012	1006	735	674	1429
ENSG00000067182.9	1968	2161	1954	2728	2692	3024
ENSG00000067191.17	194	224	182	86	84	91
ENSG00000067208.16	431	318	284	364	267	649
ENSG00000067221.14	223	340	326	1011	871	690
ENSG00000067225.21	21819	34392	31962	16354	15577	9937
ENSG00000067248.11	1639	1990	1782	2871	2606	2736
ENSG00000067334.14	950	1140	1001	1688	1718	1924
ENSG00000067365.15	468	480	496	790	761	773
ENSG00000067369.14	2058	1304	1382	892	781	2099
ENSG00000067445.22	2	0	1	0	0	0
ENSG00000067533.6	1392	2027	1779	2546	2126	2222
ENSG00000067560.14	4468	2504	2325	1357	1196	4476
ENSG00000067596.12	1361	1146	971	1406	1292	2686
ENSG00000067601.11	0	0	0	0	0	0
ENSG00000067606.17	393	595	558	953	1019	666
ENSG00000067646.12	0	0	0	0	1	3
ENSG00000067704.10	4187	4650	4142	3486	3351	4251
ENSG00000067715.15	715	660	577	948	881	1425
ENSG00000067798.16	0	1	0	1	1	3
ENSG00000067829.20	1204	1747	1627	1275	1163	869
ENSG00000067836.13	142	199	169	144	163	117
ENSG00000067840.13	135	206	181	91	106	68
ENSG00000067842.19	0	0	0	0	0	0
ENSG00000067900.8	3699	4011	3624	4169	3966	4409
ENSG00000067955.15	1646	2131	1765	1668	1598	1504
ENSG00000067992.17	4899	3424	3393	1334	1152	2742
ENSG00000068001.14	577	850	729	1183	1288	865
ENSG00000068024.18	164	156	136	55	38	72
ENSG00000068028.18	186	142	137	264	211	319
ENSG00000068078.20	567	734	708	304	326	253
ENSG00000068079.8	66	52	34	32	25	58
ENSG00000068097.16	8305	9764	9099	14077	12403	14483
ENSG00000068120.15	296	287	249	293	265	328
ENSG00000068137.15	720	1151	941	2146	2185	1708
ENSG00000068305.19	1551	992	1058	1213	1130	2446
ENSG00000068308.15	823	1054	980	649	607	601
ENSG00000068323.17	748	754	703	1142	1042	1272
ENSG00000068354.16	278	190	164	226	207	397
ENSG00000068366.21	153	129	134	17	23	22
ENSG00000068383.19	1689	2026	1780	1142	1144	1109
ENSG00000068394.11	131	189	172	177	146	150
ENSG00000068400.14	667	380	380	265	249	591
ENSG00000068438.15	882	1248	1097	1534	1440	1245
ENSG00000068489.13	11106	10283	9599	8366	8136	10531
ENSG00000068615.20	172	151	108	28	23	72
ENSG00000068650.19	1024	538	519	349	261	1012
ENSG00000068654.17	3209	2787	2647	2697	2499	4827
ENSG00000068697.7	4509	3839	3603	2354	2086	3575
ENSG00000068724.18	663	804	657	1133	1141	1177
ENSG00000068745.15	1042	972	909	898	754	1088
ENSG00000068781.21	1	1	0	0	3	0
ENSG00000068784.13	1174	1060	875	779	818	1292
ENSG00000068796.19	2714	2618	2411	1528	1386	2026
ENSG00000068831.19	4	5	3	9	7	5
ENSG00000068878.15	5080	4199	3855	2346	2171	4382
ENSG00000068885.15	708	784	735	689	676	674
ENSG00000068903.21	470	570	576	523	523	474
ENSG00000068912.15	1713	1264	1144	957	811	1516
ENSG00000068971.14	116	149	150	323	313	211
ENSG00000068976.14	18	11	4	3	4	3
ENSG00000068985.5	0	0	0	0	0	0
